CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
45.456.117/0001-12;2024-12-31;1;ÁGUAS DO SERTÃO S.A.;027359;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;6.02.02;Aquisição de titulos;0.0000000000;N
45.456.117/0001-12;2024-12-31;1;ÁGUAS DO SERTÃO S.A.;027359;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;6.02.02;Aquisição de titulos;-19913.0000000000;N
45.456.117/0001-12;2024-12-31;1;ÁGUAS DO SERTÃO S.A.;027359;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;6.03;Caixa Líquido Atividades de Financiamento;44892.0000000000;S
45.456.117/0001-12;2024-12-31;1;ÁGUAS DO SERTÃO S.A.;027359;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;6.03;Caixa Líquido Atividades de Financiamento;192708.0000000000;S
45.456.117/0001-12;2024-12-31;1;ÁGUAS DO SERTÃO S.A.;027359;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;6.03.01;Captação de debêntures;45033.0000000000;N
45.456.117/0001-12;2024-12-31;1;ÁGUAS DO SERTÃO S.A.;027359;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;6.03.01;Captação de debêntures;1213090.0000000000;N
45.456.117/0001-12;2024-12-31;1;ÁGUAS DO SERTÃO S.A.;027359;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;6.03.02;Custo de captação;0.0000000000;N
45.456.117/0001-12;2024-12-31;1;ÁGUAS DO SERTÃO S.A.;027359;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;6.03.02;Custo de captação;-151775.0000000000;N
45.456.117/0001-12;2024-12-31;1;ÁGUAS DO SERTÃO S.A.;027359;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;6.03.03;Pagamento do passivo de arrendamentos;-141.0000000000;N
45.456.117/0001-12;2024-12-31;1;ÁGUAS DO SERTÃO S.A.;027359;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;6.03.03;Pagamento do passivo de arrendamentos;-117.0000000000;N
45.456.117/0001-12;2024-12-31;1;ÁGUAS DO SERTÃO S.A.;027359;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;6.03.04;Integralização de capital;0.0000000000;N
45.456.117/0001-12;2024-12-31;1;ÁGUAS DO SERTÃO S.A.;027359;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;6.03.04;Integralização de capital;0.0000000000;N
45.456.117/0001-12;2024-12-31;1;ÁGUAS DO SERTÃO S.A.;027359;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;6.03.05;Amortização de empréstimos, financiamentos e debêntures;0.0000000000;N
45.456.117/0001-12;2024-12-31;1;ÁGUAS DO SERTÃO S.A.;027359;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;6.03.05;Amortização de empréstimos, financiamentos e debêntures;-868490.0000000000;N
45.456.117/0001-12;2024-12-31;1;ÁGUAS DO SERTÃO S.A.;027359;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;0.0000000000;S
45.456.117/0001-12;2024-12-31;1;ÁGUAS DO SERTÃO S.A.;027359;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;0.0000000000;S
45.456.117/0001-12;2024-12-31;1;ÁGUAS DO SERTÃO S.A.;027359;DF Individual - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;-66131.0000000000;S
