CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
02.365.069/0001-44;2024-12-31;1;PADTEC HOLDING S.A.;018414;DF Consolidado - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2023-01-01;2023-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;18108.0000000000;S
02.365.069/0001-44;2024-12-31;1;PADTEC HOLDING S.A.;018414;DF Consolidado - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2024-01-01;2024-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;-30643.0000000000;S
02.365.069/0001-44;2024-12-31;1;PADTEC HOLDING S.A.;018414;DF Consolidado - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2023-01-01;2023-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
02.365.069/0001-44;2024-12-31;1;PADTEC HOLDING S.A.;018414;DF Consolidado - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2024-01-01;2024-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.01;Lucro Líquido Consolidado do Período;721917.0000000000;S
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.01;Lucro Líquido Consolidado do Período;-949242.0000000000;S
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02;Outros Resultados Abrangentes;1011.0000000000;S
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02;Outros Resultados Abrangentes;1299.0000000000;S
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.01;Diferenças cambiais de conversão de operações no exterior;804.0000000000;N
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.01;Diferenças cambiais de conversão de operações no exterior;-94.0000000000;N
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.02;Ganhos atuariais com plano de pensão;216.0000000000;N
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.02;Ganhos atuariais com plano de pensão;1394.0000000000;N
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.03;Tributos sobre (ganhos) atuariais;-9.0000000000;N
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.03;Tributos sobre (ganhos) atuariais;-1.0000000000;N
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.04;Resultado com hedge accounting de fluxo de caixa;0.0000000000;N
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.04;Resultado com hedge accounting de fluxo de caixa;0.0000000000;N
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.03;Resultado Abrangente Consolidado do Período;722928.0000000000;S
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.03;Resultado Abrangente Consolidado do Período;-947943.0000000000;S
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;720677.0000000000;S
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;-957947.0000000000;S
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.03.02;Atribuído a Sócios Não Controladores;2251.0000000000;S
02.387.241/0001-60;2024-12-31;1;RUMO S.A.;017450;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.03.02;Atribuído a Sócios Não Controladores;10004.0000000000;S
02.421.421/0001-11;2024-12-31;1;TIM S.A.;024929;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.01;Lucro Líquido Consolidado do Período;2837422.0000000000;S
02.421.421/0001-11;2024-12-31;1;TIM S.A.;024929;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.01;Lucro Líquido Consolidado do Período;0.0000000000;S
02.421.421/0001-11;2024-12-31;1;TIM S.A.;024929;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02;Outros Resultados Abrangentes;531.0000000000;S
02.421.421/0001-11;2024-12-31;1;TIM S.A.;024929;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
02.421.421/0001-11;2024-12-31;1;TIM S.A.;024929;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.01;Plano de pensão e outros benefícios pós emprego;806.0000000000;N
02.421.421/0001-11;2024-12-31;1;TIM S.A.;024929;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.01;Plano de pensão e outros benefícios pós emprego;0.0000000000;N
02.421.421/0001-11;2024-12-31;1;TIM S.A.;024929;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.02;Tributos diferidos;-275.0000000000;N
02.421.421/0001-11;2024-12-31;1;TIM S.A.;024929;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.02;Tributos diferidos;0.0000000000;N
02.421.421/0001-11;2024-12-31;1;TIM S.A.;024929;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.03;Resultado Abrangente Consolidado do Período;2837953.0000000000;S
02.421.421/0001-11;2024-12-31;1;TIM S.A.;024929;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.03;Resultado Abrangente Consolidado do Período;0.0000000000;S
02.421.421/0001-11;2024-12-31;1;TIM S.A.;024929;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;2837953.0000000000;S
02.421.421/0001-11;2024-12-31;1;TIM S.A.;024929;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
02.421.421/0001-11;2024-12-31;1;TIM S.A.;024929;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
02.421.421/0001-11;2024-12-31;1;TIM S.A.;024929;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
02.429.144/0001-93;2024-12-31;1;CPFL ENERGIA S.A.;018660;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.01;Lucro Líquido Consolidado do Período;5537162.0000000000;S
02.429.144/0001-93;2024-12-31;1;CPFL ENERGIA S.A.;018660;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.01;Lucro Líquido Consolidado do Período;5761554.0000000000;S
02.429.144/0001-93;2024-12-31;1;CPFL ENERGIA S.A.;018660;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02;Outros Resultados Abrangentes;-358968.0000000000;S
02.429.144/0001-93;2024-12-31;1;CPFL ENERGIA S.A.;018660;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02;Outros Resultados Abrangentes;472792.0000000000;S
02.429.144/0001-93;2024-12-31;1;CPFL ENERGIA S.A.;018660;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.01;Ganhos (Perdas) atuariais, líquidos dos efeitos tributários;-358015.0000000000;N
02.429.144/0001-93;2024-12-31;1;CPFL ENERGIA S.A.;018660;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.01;Ganhos (Perdas) atuariais, líquidos dos efeitos tributários;478915.0000000000;N
02.429.144/0001-93;2024-12-31;1;CPFL ENERGIA S.A.;018660;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.02;Risco de crédito na marcação a mercado  de passivos financeiros, líquidos dos efeitos tributários;-953.0000000000;N
02.429.144/0001-93;2024-12-31;1;CPFL ENERGIA S.A.;018660;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.02;Risco de crédito na marcação a mercado  de passivos financeiros, líquidos dos efeitos tributários;-6123.0000000000;N
02.429.144/0001-93;2024-12-31;1;CPFL ENERGIA S.A.;018660;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.03;Resultado Abrangente Consolidado do Período;5178194.0000000000;S
02.429.144/0001-93;2024-12-31;1;CPFL ENERGIA S.A.;018660;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.03;Resultado Abrangente Consolidado do Período;6234346.0000000000;S
02.429.144/0001-93;2024-12-31;1;CPFL ENERGIA S.A.;018660;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;5168133.0000000000;S
02.429.144/0001-93;2024-12-31;1;CPFL ENERGIA S.A.;018660;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;5930444.0000000000;S
02.429.144/0001-93;2024-12-31;1;CPFL ENERGIA S.A.;018660;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.03.02;Atribuído a Sócios Não Controladores;10061.0000000000;S
02.429.144/0001-93;2024-12-31;1;CPFL ENERGIA S.A.;018660;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.03.02;Atribuído a Sócios Não Controladores;303902.0000000000;S
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.01;Lucro Líquido Consolidado do Período;3429060.0000000000;S
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.01;Lucro Líquido Consolidado do Período;4302841.0000000000;S
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02;Outros Resultados Abrangentes;-349647.0000000000;S
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02;Outros Resultados Abrangentes;379228.0000000000;S
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.01;Remensuração de obrigações com aposentadoria;-145326.0000000000;N
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.01;Remensuração de obrigações com aposentadoria;123726.0000000000;N
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.02;Imposto de renda e contribuição social diferidos - obrigações com aposentadoria;49411.0000000000;N
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.02;Imposto de renda e contribuição social diferidos - obrigações com aposentadoria;-42067.0000000000;N
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.03;Equivalência patrimonial de obrigações com aposentadoria;0.0000000000;N
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.03;Equivalência patrimonial de obrigações com aposentadoria;0.0000000000;N
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.04;Ganhos (perdas) não realizadas em operações de HFC originados no exercício;-332257.0000000000;N
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.04;Ganhos (perdas) não realizadas em operações de HFC originados no exercício;431289.0000000000;N
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.05;IR e CS diferidos - Perdas não realizadas em operações de HFC originados no exercício;0.0000000000;N
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.05;IR e CS diferidos - Perdas não realizadas em operações de HFC originados no exercício;0.0000000000;N
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.06;Equivalência patrimonial - (Perdas) ganhos de HFC de controladas, líquidos dos impostos diferidos;0.0000000000;N
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.06;Equivalência patrimonial - (Perdas) ganhos de HFC de controladas, líquidos dos impostos diferidos;0.0000000000;N
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.07;Equivalência patrimonial - (Perdas) ganhos de HFC controlada conj., líquidos dos impostos diferidos;78525.0000000000;N
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.07;Equivalência patrimonial - (Perdas) ganhos de HFC controlada conj., líquidos dos impostos diferidos;-133720.0000000000;N
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.03;Resultado Abrangente Consolidado do Período;3079413.0000000000;S
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.03;Resultado Abrangente Consolidado do Período;4682069.0000000000;S
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;3079908.0000000000;S
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;4658577.0000000000;S
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.03.02;Atribuído a Sócios Não Controladores;-495.0000000000;S
02.474.103/0001-19;2024-12-31;1;ENGIE BRASIL ENERGIA S.A.;017329;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.03.02;Atribuído a Sócios Não Controladores;23492.0000000000;S
02.536.066/0001-26;2024-12-31;2;VITAL ENGENHARIA AMBIENTAL S.A.;027510;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.01;Lucro Líquido Consolidado do Período;383900.0000000000;S
02.536.066/0001-26;2024-12-31;2;VITAL ENGENHARIA AMBIENTAL S.A.;027510;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.01;Lucro Líquido Consolidado do Período;295649.0000000000;S
02.536.066/0001-26;2024-12-31;2;VITAL ENGENHARIA AMBIENTAL S.A.;027510;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
02.536.066/0001-26;2024-12-31;2;VITAL ENGENHARIA AMBIENTAL S.A.;027510;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
02.536.066/0001-26;2024-12-31;2;VITAL ENGENHARIA AMBIENTAL S.A.;027510;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.03;Resultado Abrangente Consolidado do Período;383900.0000000000;S
02.536.066/0001-26;2024-12-31;2;VITAL ENGENHARIA AMBIENTAL S.A.;027510;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.03;Resultado Abrangente Consolidado do Período;295649.0000000000;S
02.536.066/0001-26;2024-12-31;2;VITAL ENGENHARIA AMBIENTAL S.A.;027510;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;263733.0000000000;S
02.536.066/0001-26;2024-12-31;2;VITAL ENGENHARIA AMBIENTAL S.A.;027510;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;191917.0000000000;S
02.536.066/0001-26;2024-12-31;2;VITAL ENGENHARIA AMBIENTAL S.A.;027510;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.03.02;Atribuído a Sócios Não Controladores;120167.0000000000;S
02.536.066/0001-26;2024-12-31;2;VITAL ENGENHARIA AMBIENTAL S.A.;027510;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.03.02;Atribuído a Sócios Não Controladores;103732.0000000000;S
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.01;Lucro Líquido Consolidado do Período;5039977.0000000000;S
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.01;Lucro Líquido Consolidado do Período;5557332.0000000000;S
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02;Outros Resultados Abrangentes;-104431.0000000000;S
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02;Outros Resultados Abrangentes;392434.0000000000;S
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.01;Ganhos (Perdas) com Instrumentos Financeiros Derivativos;-922.0000000000;N
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.01;Ganhos (Perdas) com Instrumentos Financeiros Derivativos;898.0000000000;N
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.02;Tributos;314.0000000000;N
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.02;Tributos;-305.0000000000;N
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.03;Ajustes Acumulados de Conversão de Operações em Moeda Estrangeira;-4806.0000000000;N
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.03;Ajustes Acumulados de Conversão de Operações em Moeda Estrangeira;24566.0000000000;N
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.04;Perdas não Realizadas em Ativos Financeiros a Valor Justo Através de Outros Resultados Abrangentes;-90.0000000000;N
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.04;Perdas não Realizadas em Ativos Financeiros a Valor Justo Através de Outros Resultados Abrangentes;-21.0000000000;N
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.05;Tributos;30.0000000000;N
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.05;Tributos;8.0000000000;N
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.06;Equivalência Patrimonial no Resultado Abrangente das Investidas, Decorrentes de Perdas Atuariais e E;-147882.0000000000;N
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.06;Equivalência Patrimonial no Resultado Abrangente das Investidas, Decorrentes de Perdas Atuariais e E;555441.0000000000;N
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.07;Tributos;48925.0000000000;N
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.07;Tributos;-188153.0000000000;N
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.02.08;Equivalência Patrimonial no Resultado Abrangente das Investidas;0.0000000000;N
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;4.02.08;Equivalência Patrimonial no Resultado Abrangente das Investidas;0.0000000000;N
02.558.157/0001-62;2024-12-31;1;TELEFÔNICA BRASIL S.A;017671;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;4.03;Resultado Abrangente Consolidado do Período;4935546.0000000000;S
